Company Name,Job Title,Salary ($) /yr,Job Description,Rating,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Meta Logo,"Data Scientist, GBG Data Science","$140,000","The massive scale and heavy engagement of the people using our products make the Meta ads platform the most powerful growth vehicle for businesses in the world. The team is driving advancements in ad auction and ad delivery research, developing/vetting advanced advertising tactics, and bootstrapping new products that meet large but nuanced use cases of complex advertisers. In this role, you will delve into the multifaceted ad ranking product stack, employing advanced modeling, and machine learning to unravel the complexities of modern advertising. You must also be able to work with external marketers as this role will give you the opportunity to meet with the most sophisticated advertisers to understand their pain points, build product intuition, and drive nuanced understanding externally. By deeply understanding our ads products and advertiser use cases you will discover novel problems and regularly drive meaningful business impact.The team is made up of data scientists with a diverse set of backgrounds. Specifically, we have team members with various levels of academic attainment (Bachelor's, Master's and PhD), work experience, and professional backgrounds. The ideal candidate for this position is a versatile data scientist that excels in machine learning, statistical inference, data visualization, data analysis, and writing code. They should be excited to learn a complicated new technical domain and deploy a data science skill set to challenge core assumptions about that domain. They must have solid product intuition and be willing to talk to customers to develop and challenge that intuition. They will have a proven track record of analyzing and deriving insights from data. They will be intellectually curious, a great communicator, data-driven, a fast learner, and able to move fast while keeping focused on high-impact projects. As this team is fundamentally focused on R&D, the candidate must be comfortable with ambiguity and answering broad research questions.















Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.",3.9,"New York, NY",10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
Staples Logo,Senior Data Scientist I,"$126,546","Staples is business to business. You’re what binds us together.
Our marketing team is charged with an important task – sharing our Staples story. We use customer data and analytics to help us understand and improve our customers’ experiences, drive customer retention, and encourage brand loyalty. Our team is diverse, with skillsets and responsibilities ranging from graphic design, content creation and performance marketing to loyalty & rewards programs. We work together to provide expertise and guidance, so that the Staples brand is well represented in all areas.
What you’ll be doing:
Mine and analyze complex and unstructured data sets using advanced statistical, machine learning and artificial intelligence methods for use in data driven decision making.",3.3,"Framingham, MA",10000+ Employees,1986,Company - Private,Office Supply & Copy Stores,Retail & Wholesale,$10+ billion (USD)
State Street Logo,"Data Engineer, Officer","$92,500","We are looking for a Data engineer for Cloud Data Lake activities. The candidate should have industry experience (preferably in Financial Services) in supporting enterprise applications and exposure to Cloud based database engineering platforms.
Main Duties and Responsibilities:
End to end Cloud Data Lake design & development including data ingestion, data modeling and data distribution.
Build data integrations between on-prem/cloud-based systems.
Design and develop high volume data ingestion components and solutions to collect data from various sources.
$70,000 - $115,000 Annual",3.5,"Boston, MA",10000+ Employees,1792,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD)
Leidos Logo,Senior Generative AI Data Scientist,"$202,575","Description





Leidos has a career opening for a Senior Generative AI Data Scientist.
We are looking for a motivated Sr. Generative AI Data Scientist that wants to work on challenging problems in a variety of domains - including health, defense, intelligence, and energy – to get results that apply and go beyond the state of the art for measurably better outcomes. We apply our knowledge, capabilities, and experience to develop and deploy Trusted AI – AI that deserves to be trusted by system owners, end users, and the public – to be accurate, fair, ethical, reliable, and adaptable. We are looking for a researcher that is expert in NLP and interested in adapting new technologies to significantly transform human workflows, especially using new applications of transformer-based models.

Pay Range $144,300.00 - $260,850.00
01/16/2024",3.8,Remote,10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
National Security Agency Logo,Data Scientist,"$132,367","At NSA Data Science is a broad field, and a team effort, spanning all the expertise needed to derive value from data. As a Data Scientist, you will uses elements of mathematics, statistics, computer science, and application-specific knowledge to gather, make, and communicate principled conclusions from data. You will employ your mathematical science, computer science, and quantitative analysis skills to develop solutions to complex data problems and take full advantage of NSA's capabilities to tackle the highest priority challenges. Responsibilities include: - Exploring data analysis and model-fitting to reveal data features of interest - Using the machine-learned predictive modeling - Constructing usable data sets from multiple sources to meet customer needs - Identifying and analyzing anomalous data (including metadata) - Developing conceptual design and models to address mission requirements - Developing qualitative and quantitative methods for characterizing datasets in various states - Performing analytic modeling, scripting, and/or programming - Working collaboratively and iteratively throughout the data-science lifecycle - Designing and developing analytics and techniques for analysis - Analyzing data using mathematical and statistical methods - Evaluating, documenting, and communicating research processes, analyses, and results to customers, peers, and leadership - Creating interpretable visualizations",3.7,"Fort Meade, MD",Unknown,1962,Government,National Agencies,Government & Public Administration,Unknown / Non-Applicable
Credit Karma Logo,"Director, Data Science","$187,686","Intuit Credit Karma is a mission-driven company, focused on championing financial progress for our more than 130 million members globally. While we're best known for pioneering free credit scores, our members turn to us for everything related to their financial goals, including identity monitoring, applying for credit cards, shopping for insurance and loans (car, home and personal) and savings accounts and checking accounts* - all for free. Credit Karma has grown significantly through the years: we now have more than 1,700 employees across our offices in Oakland, Charlotte, Culver City, San Diego, London and New York City.

Banking services provided by MVB Bank, Inc., Member FDIC",4.4,"Oakland, CA",1001 to 5000 Employees,2007,Company - Public,Research & Development,Management & Consulting,Unknown / Non-Applicable
TRA'BIAN ENTERPRISES Logo,(5) Data Analyst / Data Scientist,-1,"Location: 100% Remote

Position Type: Contract

Position Term: 6 Months to 1 Year

Skills:
For initial chatbot development –
Experience analyzing call logs, online-chat transcripts,
Experience with web and mobile usage to determine a prioritized list of suggested intents to create.
Once the chatbot is created – will uses analytics data from Watson Assistant to provide insights into overall Bot performance and areas of improvement.",-1,Remote,-1,-1,-1,-1,-1,-1
Genmab Logo,"AI Scientist / Sr AI Scientist, Data Science AI Lab",-1,"At Genmab, we’re committed to building extra[not]ordinary futures together, by developing antibody products and pioneering, knock-your-socks-off therapies that change the lives of patients and the future of cancer treatment and serious diseases. From our people who are caring, candid, and impact-driven to our business, which is innovative and rooted in science, we believe that being proudly unique, determined to be our best, and authentic is essential to fulfilling our purpose.
The Role
This person will be a member of Genmab's Artificial Intelligence Lab, which we plan to open in San Franscisco, California. We have a hybrid model and remote work can be expected at the beginning, while we are establishing the satellite location but eventually will need to either relocate or be local to San Fransisco to have a weekly onsite presence.
$95,625.00-$159,375.00",4.2,United States,4.2,-1,-1,-1,-1,-1
Turing Logo,Staff Data Scientist,-1,"Location: Remote - Latin America
About Turing
Based in Palo Alto, California, Turing is the world’s first AI-powered tech services company. It has reimagined tech services from the ground up with AI by offering AI-vetted and matched talent, AI-accelerated development, and access to AI transformation experts who have built many of the most iconic Silicon Valley companies.
Founded in 2018, the company has experienced tremendous growth with three million global developers on its Talent Cloud and 900+ clients. Turing has received numerous awards, including Forbes’s 2022 “One of America’s Best Startup Employers,” being ranked #1 in The Information’s 2021 Annual List of most promising B2B Companies and ’s “Annual List of the World’s Most Innovative Companies.”",3.8,Remote,3.8,-1,-1,-1,-1,-1
"The Travelers Companies, Inc. Logo",Sr. Director & Data Scientist,"$218,500","Who Are We?
Taking care of our customers, our communities and each other. That’s the Travelers Promise. By honoring this commitment, we have maintained our reputation as one of the best property casualty insurers in the industry for over 160 years. Join us to discover a culture that is rooted in innovation and thrives on collaboration. Imagine loving what you do and where you do it.
Job Category
Data Science
Compensation Overview
The annual base salary range provided for this position is a nationwide market range and represents a broad range of salaries for this role across the country. The actual salary for this position will be determined by a number of factors, including the scope, complexity and location of the role; the skills, education, training, credentials and experience of the candidate; and other conditions of employment. As part of our comprehensive compensation and benefits program, employees are also eligible for performance-based cash incentive awards.
$164,900.00 - $272,100.00
1
Travelers Data Scientists are taking the organization to the next level of intelligence by using advanced statistical techniques and machine learning algorithms. As a Sr. Director & Data Scientist, you will lead a team responsible for challenging conventional thinking and use data to communicate insights and tell the story to business and analytics leadership. You will also collaborate with technology partners to drive analytics out to our products in the marketplace, giving Travelers a competitive advantage.
In this role, you will oversee a team of modelers for Travelers marketing area which will identify profitable consumers, bring them into Travelers and execute a sophisticated segmentation and treatment program. The ideal candidate will have a track record of leading teams in delivery of advanced machine learning and design of experiment projects.",4.2,"Hartford, CT",10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
Snowflake Logo,"Senior Data Scientist, Finance","$178,500","Build the future of data. Join the Snowflake team.
Snowflake is seeking a versatile and results-driven Senior Finance Program Manager to join us at our office in Dublin, CA or San Mateo, CA. This role will primarily drive finance projects from end-to-end, and provide reporting and visibility for projects as to how they support finance goals. The ideal candidate will be a self-starter, a critical thinker with attention to detail and strategic approach to solving problems and is able to thrive in a dynamic environment.
AS A SENIOR FINANCE PROGRAM MANAGER, YOU WILL :
Lead all aspects of assigned finance projects and prepare detailed analysis, plans, achievements, results and overall status updates",4.0,"Dublin, CA",5001 to 10000 Employees,2012,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD)
HP Logo,Data Scientist (IV) – Generative AI,"$92,849","** Locations include Spring, Texas (preferred location), and US remote.
** Typically need at least Master's degree and minimum 0-2 years full-time relevant work experience.
The Team
We are a growing centralized team helping HP take advantage of new AI/ML technology, especially around Generative AI and large language models. We engage with business units to advise and prototype solutions, and we develop and run software applications for internal use.
The Role
As a Data Scientist with a focus on Generative AI you will work on multiple engagements across HP involving large language models and other new Generative AI capabilities. Beyond our team, you will work with business stakeholders and developers from other business units. Your primary focus and mindset is to help deliver business solutions to our (mostly internal) customers. You are expected to stay up to date on important new Gen AI papers and releases, but note that this is not an AI research role.",4.1,"Spring, TX",10000+ Employees,1939,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
Altos Labs Logo,"Scientist, Data Science - Drug Discovery and Cellular Modeling","$170,452","Our Mission
Our mission is to restore cell health and resilience through cell rejuvenation to reverse disease, injury, and the disabilities that can occur throughout life.
For more information, see our website at altoslabs.com.
Our Value
Our Single Altos Value: Everyone Owns Achieving Our Inspiring Mission.
Diversity at Altos
We believe that diverse perspectives are foundational to scientific innovation and inquiry.",4.6,"Redwood City, CA",201 to 500 Employees,--,Company - Private,Biotechnology,Pharmaceutical & Biotechnology,Unknown / Non-Applicable
Netflix Logo,Data Scientist (L5) - Ad-Member Interactions,"$186,252","Los Gatos, California
Data Science and Engineering
Netflix is one of the world's leading entertainment services with over 247 million paid memberships in over 190 countries enjoying TV series, films and games across a wide variety of genres and languages. Members can play, pause and resume watching as much as they want, anytime, anywhere, and can change their plans at any time.

In Nov 2022, we launched a new lower-priced, ad-supported tier for our customers. We are continuing to build on our goal of providing more choices for consumers and a premium, better-than-linear TV brand experience for advertisers. While building out this offering, it is critical to ensure that we are maximizing the comprehensive member experience.",4.2,"Los Gatos, CA",5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD)
Radiance Technologies Logo,Geographic Data Scientist,"$78,689","Radiance Technologies is an employee-owned company with benefits that are unmatched by most small companies. Employee ownership, generous 401K and profit sharing, health/dental/life/vision insurance benefits, educational reimbursement, competitive salaries, a skilled work force, and a pleasant work environment combine to make Radiance Technologies a great place to thrive.
The Geospatial Data Scientist will support the Commander, Naval Meteorology and Oceanography Command (CNMOC) by assessing the claimancy’s preeminent collection of environmental data holdings and contribute to optimizing effective dissemination strategies. The Geospatial Data Scientist will study the available data, architectures, technologies, workflows, processes, procedures, and products in use across the NMOC claimancy and provide analysis, documentation, and recommendations to support the functional data strategy.",4.4,"Stennis Space Center, MS",501 to 1000 Employees,1999,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Peraton Logo,Cyber Data Scientist SME,"$190,000","Peraton Overview
Peraton drives missions of consequence spanning the globe and extending to the farthest reaches of the galaxy. As the world's leading mission capability integrator and transformative enterprise IT provider, we deliver trusted and highly differentiated national security solutions and technologies that keep people safe and secure. Peraton serves as a valued partner to essential government agencies across the intelligence, space, cyber, defense, civilian, health, and state and local markets. Every day, our employees do the can't be done, solving the most daunting challenges facing our customers.
Responsibilities

The Cybersecurity Analytics Subject Matter Expert (SME) focuses on advanced cybersecurity analysis relating to the client's enterprise networks and systems infrastructure. Core responsibilities include:









Peraton offers enhanced benefits to employees working on this critical National Security program, which include heavily subsidized employee benefits coverage for you and your dependents, 25 days of PTO accrued annually up to a generous PTO cap and participation in an attractive bonus plan



$146,000 - $234,000. This represents the typical salary range for this position based on experience and other factors.




An Equal Opportunity Employer including Disability/Veteran.




At Peraton, our benefits are designed to help keep you at your best beyond the work you do with us daily. We're fully committed to the growth of our employees. From fully comprehensive medical plans to tuition reimbursement, tuition assistance, and fertility treatment, we are there to support you all the way.",3.6,"Chantilly, VA",10000+ Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD)
Norstella Logo,Senior Data Scientist,"$175,000","Description


Senior Data Scientist

Why Norstella?

Norstella unites market-leading companies that all have a shared goal of improving patient access. Each organization (Evaluate, MMIT, Panalgo, Citeline and The Dedham Group) delivers must-have answers for critical strategic and commercial decision-making.",3.4,United States,1001 to 5000 Employees,--,Company - Private,Biotechnology,Pharmaceutical & Biotechnology,Unknown / Non-Applicable
Intone Networks Logo,Data Scientist,"$127,336","Must have skills - IT background profiles only NLP Large scale model Python coding Computer science background profiles only – Apply data science and machine learning techniques to analyze large-scale data, generate insights and design effective data collection and annotation strategies – Develop and evaluate prompt engineering methods for natural language understanding and generation tasks, such as search, question-answering and chat bots (Preferred) – Collaborate with other researchers and engineers to integrate data science solutions into end-user scenarios and products – 3+ years of experience in data science, machine learning or natural language processing – Proficiency in Python and common data science and machine learning libraries, such as pandas, numpy, scikit-learn, pytorch, etc – Experience with data visualization, exploration and analysis tools, such as Jupyter, matplotlib, seaborn, etc – Experience writing highly testable and maintainable code using industry proven principles and practices such as DRY and SOLID – Experience with GIT in a multi-developer environment – Familiarity with prompt engineering concepts and frameworks is preferred – Strong communication and collaboration skills with a passion for solving challenging problems",4.3,"Redmond, WA",201 to 500 Employees,--,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
Unilever Logo,Data Scientist Manager,"$119,950","For Unilever to remain competitive in the future, the business needs to continue on the path to become data intelligent. The Data & Analytics team will persevere to make Unilever Data Intelligent, powering key decisions with data, insights, advanced analytics and AI. Our ambition is to enable democratization of data, information and insights as a completely agile organization that builds fantastic careers for our people and is accountable for delivering great work that maximizes impact and delivers growth.

This Data & Analytics function endeavours to create clear accountability for all aspects of Data Strategy, Data Management, Information Management, Analytics, and Insights. We are accountable for impact of solutions, maintaining market relevance and minimising unnecessary overlaps in analytics products, ensuring simplicity and that our solutions better meet the needs of our users. We partner with the Digital and Data Legal Counsel to ensure that our Data Defence (Privacy, Governance, Quality, etc) is well structured and sufficiently robust to use data and AI correctly throughout the enterprise. We democratize information across the business, while supporting the culture shift required for data driven decision making.",4.1,"Englewood Cliffs, NJ",10000+ Employees,1929,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD)
Tesla Logo,Data Annotation Supervisor,-1,"What to Expect
The Autopilot Data Annotation team is responsible for annotating images, videos and other camera data. Accurate data is the foundation for training our neural networks and serves as the ground truth for Autopilot’s artificial intelligence. The team works cohesively with engineering teams to launch customer-facing releases. Accurate data annotation is critical to Tesla achieving full self-driving.
The Data Annotation Supervisor will lead a team of Data Annotation Specialists that labels in 3D and image data for neural network training. A successful candidate will have high attention to detail, an appreciation for data integrity, leadership skills to drive efficiency for medium-sized teams of annotators, and adhere to clear instructions directed by leadership to deliver results.

What You’ll Do

What You’ll Bring",3.6,"Palo Alto, CA",3.6,-1,-1,-1,-1,-1
Atlassian Logo,"Senior Data Scientist, Growth","$173,308","Overview:
Working at Atlassian
Atlassians can choose where they work – whether in an office, from home, or a combination of the two. That way, Atlassians have more control over supporting their family, personal goals, and other priorities. We can hire people in any country where we have a legal entity. Interviews and onboarding are conducted virtually, a part of being a distributed-first company.
Your Future Team
You will be part of a world-class Data Science team that leverages data to drive insights about our products and customers. The Data Science team partners closely with Product Managers/Engineers/Researchers/Data Engineers/Marketers/Privacy and Executive teams across Atlassian to drive and influence. The team is responsible for using a variety of analysis and data-science techniques to understand how Atlassian’s customers engage with our products and communications and, in doing so, identify, design, and measure the success of product investments.
Responsibilities:
Qualifications:",4.1,"San Francisco, CA",5001 to 10000 Employees,2002,Company - Public,Software Development,Information Technology,Unknown / Non-Applicable
Logistics Management Institute Logo,Data Scientist,-1,"Overview:
LMI is seeking a skilled Data Analyst. Successful Data Analysts demonstrate competency in data analysis, data visualization, statistics, programming, project execution, and critical thinking.
LMI: Innovation at the Pace of Need™
At LMI, we’re reimagining the path from insight to outcome at the new speed of possible. Combining a legacy of over 60 years of federal expertise with our innovation ecosystem, we minimize time to value and accelerate mission success. We energize the brightest minds with emerging technologies to inspire creative solutioning and push the boundaries of capability. LMI advances the pace of progress, enabling our customers to thrive while adapting to evolving mission needs.
Responsibilities:
Qualifications:",4.2,Remote,4.2,-1,-1,-1,-1,-1
University of Washington Logo,DATA SCIENTIST,"$10,708","DATA SCIENTIST

Req #:
222359

Department:
eSCIENCE INSTITUTE

Job Location:
Seattle Campus",4.2,"Seattle, WA",10000+ Employees,1861,College / University,Colleges & Universities,Education,$1 to $5 billion (USD)
Ford Motor Company Logo,Data Scientist,"$113,648","At Ford Motor Company, we believe freedom of movement drives human progress. With our incredible plans for the future of mobility, we have a wide variety of opportunities for you to accelerate your career and help us define tomorrow’s transportation.
Do you believe data tells the real story? We do! Redefining mobility requires quality data, metrics and analytics, as well as insightful interpreters and analysts. That's where Global Data Insight & Analytics makes an impact. We advise leadership on business conditions, customer needs and the competitive landscape. With our support, key decision makers can act in meaningful, positive ways. Join us and use your data expertise and analytical skills to drive evidence-based, timely decision making.",4.0,"Dearborn, MI",10000+ Employees,1903,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD)
CALICO Logo,"Data Scientist/Senior Data Scientist, Proteomics","$124,000","Who We Are:
Calico (Calico Life Sciences LLC) is an Alphabet-founded research and development company whose mission is to harness advanced technologies and model systems to increase our understanding of the biology that controls human aging. Calico will use that knowledge to devise interventions that enable people to lead longer and healthier lives. Calico’s highly innovative technology labs, its commitment to curiosity-driven discovery science, and, with academic and industry partners, its vibrant drug-development pipeline, together create an inspiring and exciting place to catalyze and enable medical breakthroughs.
Position Description:
Calico is seeking an expert data scientist or computational biologist to join our multidisciplinary team of mass spectrometrists, biologists and computer scientists to become an integral part of our solution for proteomics. At Calico we are generating large quantities of proteomics data both from large, unique cohort studies as well as non-standard proteome profiling for both structural proteomics as well as functional and enrichment proteomics. Proteomics profiling experiments come from a range of organisms ranging from yeast to humans, adding to the complexity.
The ideal candidate is someone with strong statistical chops, direct experience with proteomics data analysis techniques, and an ability to use exploratory data analysis techniques and visualizations to help generate new biological hypotheses and insights. The candidate will primarily work with mass spectrometry proteomics data and would be expected to have a detailed knowledge of the data generating process. In this role, the candidate would work collaboratively with members of the Proteomics group, the Computing team, and the broader R&D organization.",4.1,"South San Francisco, CA",201 to 500 Employees,2013,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable
ABBVIE Logo,Associate Data Scientist II - R&D Data Solutions,"$105,966","This position is an opportunity for an early career candidate to join a team and work at the intersection of machine learning and artificial intelligence within the Patient Safety and Real World Data spaces at AbbVie. This role will work collaboratively with technology and business groups to perform analyses and implement technologies to deliver precise, reliable, and reproducible reports or solutions in a timely manner, under the direction of a more senior leader. Also, this role will need to demonstrate technical precision and strong data interpretation skills.
This position is part of the RAIDERS R&D IT Team. The RAIDERS team supports the exploration and delivery of solutions using emerging artificial intelligence and automation capabilities for all parts of the R&D organization.",3.9,"Crystal Lake, IL",10000+ Employees,2013,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
Bayer Logo,Data Science & Statistics Co-Op,"$107,399","Data Science & Statistics Co-Op




YOUR TASKS AND RESPONSIBILITIES:
The primary responsibilities of this role are to:
Develop code in multiple programming languages (e.g., Python, R, etc.).
Support mining of process data from IT systems and databases o Develop workflows for mining, pre processing and visualization of data.",3.9,"Berkeley, CA",10000+ Employees,1863,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
Stanford University Logo,Data Scientist (GeoMatch),"$99,000","Data Scientist (GeoMatch)
Stanford University is seeking to hire a full-time Data Scientist to join the Immigration Policy Lab (IPL) to work on its GeoMatch research portfolio. Situated within IPL, the GeoMatch team partners with governments to develop and implement an algorithm-based matching tool to connect asylum seekers, refugees, and immigrants to locations within a host country where they are most likely to thrive. The tool is currently being piloted by one European resettlement agency, and additional pilots are scheduled to launch in Europe and the United States in 2024. This global research initiative combines high-quality academic research with elements of a social impact tech start-up: codebase development, product design, strategic partnerships, and advances in artificial intelligence.",4.3,"Stanford, CA",10000+ Employees,1891,College / University,Colleges & Universities,Education,$10+ billion (USD)
Voloridge Investment Management Logo,Sr Data Scientist,"$123,012","Data Science is at the core of our business. Our Data Scientists have dedicated themselves to excellence in applied quantitative disciplines such as mathematics, statistics and physics. We are seeking Senior Data Scientists to join us in our attempt to solve the extremely challenging problem of modeling and predicting the financial markets using sophisticated machine learning techniques. If you are passionate about collaborating with a world-renowned team of Data Scientists, Engineers and Researchers Voloridge could be the home for you.
You will work alongside prominent Data Scientists, Kaggle Grandmasters and a KDD cup winner at an award-winning investment management firm managing over $7B in assets. We reward our employees with an exceptional compensation package that includes wealthy benefit plans and profit-sharing bonuses. Our office in beautiful Jupiter, Florida has water views, fully stocked kitchens with fresh fruit, snacks and salad bars, lounge and gaming areas, onsite massage rooms, free garage parking and more. We seek out only the best of the best talent to join our brilliant, collaborative, and hard-working team and boast a retention rate of 92%.",4.6,"Jupiter, FL",51 to 200 Employees,2009,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable
Afresh Logo,Staff Applied Scientist - Forecasting,-1,"Afresh is on a mission to eliminate food waste and make fresh food accessible to all. Our first A.I.-powered solution optimizes ordering, forecasting, and store operations for fresh food departments in brick-and-mortar grocers. With our Fresh Operating System, regional and national grocery retailers have placed $1.6 billion in produce orders across the US and we've helped our partners prevent 34 million pounds of food from going to waste. Working at Afresh represents a one-of-a-kind opportunity to have massive social impact at scale by leveraging uncommonly impactful software – we hope you'll join us!
About the Role
The Prediction, Optimization, and Planning (POP) team builds Afresh's core replenishment technology. Our AI models are directly responsible for ordering millions of dollars of fresh inventory across the world every day. Fresh food ordering is an extremely complex high-dimensional decision-making problem. We face the complex challenges presented by decaying product, uncertain shelf lives, varying consumer demand, stochastic arrival times, extreme weather events, and tight performance constraints (to name a few). We tackle these problems with a mix of machine learning, large-scale simulation, and optimization technologies. Our team has presented work at multiple industry leading conferences, and we encourage team members to write and present their work publicly.",4.2,Remote,4.2,-1,-1,-1,-1,-1
Intermountain Healthcare Logo,Data Scientist Apprentice,$20.00,"Job Description:
This position supports Intermountain Healthcare’s Enterprise AI and Data Science Center of Excellence. Interns will work together with Data Science teams to apply industry leading data science and artificial intelligence (AI) practices to deliver on Intermountain Healthcare’s mission to “Help people have the healthiest lives possible”; making healthcare more affordable and higher quality; and making a difference in the patients and communities we serve. Data Scientists develop end-to-end data science applications that apply predictive, prescriptive, and cognitive analytic methods to system-wide clinical and operational strategic initiatives.
The Apprenticeship will begin from May through August 2024 but is flexible based on student needs.
01/31/2024
Key Bank Tower
Salt Lake City
Utah
40
$16.67 - $23.32",3.6,"Salt Lake City, UT",10000+ Employees,1975,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$5 to $10 billion (USD)
XPO Logo,"Scientist, Data Science - Hybrid","$108,646","Solutions driven success.

XPO is a top ten global provider of transportation services, with a highly integrated network of people, technology and physical assets. At XPO, we look for employees who like a challenge and can communicate effectively in all situations. We want to leverage your skills and years of experience to drive positive results while ensuring a bright future for yourself and XPO. If you’re looking for a growth opportunity, join us at XPO.

As a Data Scientist, you will leverage data analytics and modelling techniques to improve overall operational performance and company financials. You will collaborate with stakeholders to define and measure KPIs in order to create actionable insights in a dynamically changing environment. You will combine your technical skills (computer science, mathematics) with business acumen to solve XPO’s most critical problems. We want to leverage your skills and years of experience to drive positive results while ensuring a bright future for yourself and XPO. Become a part of our dynamic team and we'll help you develop to a level that will exceed your expectations.",3.5,"Boston, MA",10000+ Employees,2011,Company - Public,Shipping & Trucking,Transportation & Logistics,$5 to $10 billion (USD)
Tufts University Logo,Data Scientist III,"$111,861","Overview:
The Data Intensive Studies Center (DISC) is a new university-wide, interdisciplinary center dedicated to data-intensive research and pedagogy, studying the science of data and its use in application domains that span the breadth of the university. The center will build on existing strengths at Tufts and provide a structure to help realize the promise of the Tufts T10 Strategic Plan. DISC will also create a collaborative, application-driven environment that simultaneously fosters the development of new methods for extracting meaning from data and the application of those methods to a host of domain areas relevant to Tufts. Lastly, the center will provide a university-wide forum for identifying strategic opportunities best addressed by combining expertise in the science of data and application domains.
What You'll Do:

What We're Looking For:",4.2,"Medford, MA",1001 to 5000 Employees,1852,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
University of California San Francisco Logo,Research Data Analyst,"$88,408","The employee will be an integral part of the Tison lab (tison.ucsf.edu), a highly active and productive computational research lab composed of members of varied expertise including in machine learning and artificial intelligence in medicine. The primary responsibilities of the Research Data Analyst in the Tison lab include interpreting and communicating research results through written prose and visual formats (i.e. Figures and tables), obtaining and analyzing data using statistical methods and executing requisite components throughout the clinical research project lifecycle. They will work closely with all lab members to carry out research projects and communicate results. Key required skills include a demonstrated interest and ability in scientific writing to communicate research methods, context within existing literature and research results in well-written prose as well as visual formats. Works on research data reporting assignments that are of moderate diversity in scope. Exercises judgment within generally defined practices and policies in selecting methods and techniques for obtaining solutions.",4.1,"San Francisco, CA",10000+ Employees,1864,College / University,Colleges & Universities,Education,$25 to $100 million (USD)
Amazon.com Services LLC Logo,"Jr. Data Scientist, Minerva Analytics",$75.63,"Currently enrolled in an accredited college or university Master's or PhD degree program.
Majoring in Data Science, Computer Science, or a related STEM discipline.
Graduation date falls between June 2025 and June 2027.
Ability to work year-round: part-time during the school year and full-time during the summer.
Living within commutable distance to San Diego, CA.
The Jr. Data Scientist role is a unique employment opportunity for students seeking to gain on-the-job data science & analytics experience and receive excellent mentoring while completing their education. Jr. Data Scientists are immersed in an Amazon team and work on exciting, meaningful projects that impact real Amazon customers. Paired 1:1 with a Amazon Jr. Data Science Mentor, Jr. Data Scientists receive guidance and support in all aspects of their role: skill development, career advisement, project collaboration, and more! Upon successful completion of the Jr. Data Scientist Program, the opportunity for full-time employment will be available at the Amazon corporate sites in San Diego, CA.

The Jr. Data Scientist role is part of the Jr Developer Program, a unique internship program in several respects:
Jrs. who participate in the Jr. Developer Program routinely acknowledge the valuable learning experience created by the uniform excellence of their teams, mentoring offered by experienced Amazonians, and the challenge of being a principal contributor to science and software products.

Key job responsibilities
We are open to hiring candidates to work out of one of the following locations:

San Diego, CA, USA

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

Our compensation reflects the cost of labor across several US geographic markets. The base pay for this position ranges from $15/hr in our lowest geographic market up to $75.63/hr in our highest geographic market. Pay is based on a number of factors including market location and may vary depending on job-related knowledge, skills, and experience. Amazon is a total compensation company. Dependent on the position offered, equity, sign-on payments, and other forms of compensation may be provided as part of a total compensation package, in addition to a full range of medical, financial, and/or other benefits. For more information, please visit https://www.aboutamazon.com/workplace/employee-benefits. Applicants should apply via our internal or external career site.",3.7,"San Diego, CA",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
